1477092436, 30.28143078, -97.73601997, 

1477092442, 30.28143062, -97.73602011, 

1477092448, 30.2814305, -97.73602031, 

1477092454, 30.28143023, -97.73602027, 

1477092477, 30.28144119, -97.73602781, 

1477092483, 30.28144525, -97.73603445, 

1477092489, 30.28142181, -97.73603114, 

1477092495, 30.28134609, -97.7359887, 

1477092501, 30.28132571, -97.73597673, 

1477092507, 30.28132846, -97.73597462, 

1477092513, 30.28133432, -97.73597437, 

1477092519, 30.28133434, -97.73597436, 

1477092525, 30.28133462, -97.7359744, 

1477092531, 30.28133463, -97.7359747, 

1477092537, 30.28133442, -97.73597537, 

1477092543, 30.28133491, -97.73599427, 

1477092549, 30.28133447, -97.73599863, 

1477092555, 30.28133489, -97.73600103, 

1477092561, 30.2813647, -97.73601348, 

1477092567, 30.28138708, -97.73597394, 

1477092573, 30.28139741, -97.73590242, 

1477092579, 30.28141589, -97.73584948, 

1477092585, 30.28145259, -97.73580002, 

1477092591, 30.28146803, -97.73573002, 

1477092597, 30.2814787, -97.73565125, 

1477092603, 30.2814959, -97.73557717, 

1477092609, 30.28151028, -97.73551893, 

1477092615, 30.28154601, -97.73544498, 

1477092621, 30.28158386, -97.7353727, 

1477092627, 30.28163488, -97.7353113, 

1477092633, 30.28167936, -97.73524547, 

1477092639, 30.28171574, -97.73520656, 

1477092645, 30.28176608, -97.73516508, 

1477092651, 30.28183202, -97.73512031, 

1477092657, 30.2819078, -97.73506201, 

1477092663, 30.28195652, -97.73502088, 

1477092669, 30.28201363, -97.73498082, 

1477092675, 30.28205517, -97.73493586, 

1477092681, 30.28210067, -97.73494794, 

1477092687, 30.28217697, -97.73492717, 

1477092709, 30.28235758, -97.73489725, 

1477092715, 30.28244449, -97.73486884, 

1477092721, 30.28250391, -97.73482283, 

1477092727, 30.28256957, -97.73481303, 

1477092733, 30.28263769, -97.73478908, 

1477092739, 30.28271814, -97.73475421, 

1477092745, 30.2827819, -97.73472776, 

1477092751, 30.28284389, -97.73469144, 

1477092757, 30.28286463, -97.73468518, 

1477092763, 30.2829415, -97.73466268, 

1477092769, 30.28303289, -97.73465257, 

1477092775, 30.28310071, -97.73461069, 

1477092781, 30.28312078, -97.73454385, 

1477092787, 30.28312498, -97.7344754, 

1477092793, 30.28311952, -97.73439942, 

1477092799, 30.2831082, -97.734317, 

1477092805, 30.28309581, -97.73421943, 

1477092811, 30.28311027, -97.73412008, 

1477092817, 30.28313389, -97.73400663, 

1477092823, 30.28317411, -97.73394625, 

1477092829, 30.28333032, -97.73390596, 

1477092835, 30.28349637, -97.73388084, 

1477092841, 30.28363765, -97.73383296, 

1477092847, 30.2837765, -97.73375984, 

1477092853, 30.28391463, -97.73372365, 

1477092859, 30.28406059, -97.7337411, 

1477092865, 30.28420171, -97.73370265, 

1477092871, 30.28437006, -97.73369238, 

1477092877, 30.28453592, -97.73365529, 

1477092883, 30.2846495, -97.73364774, 

1477092889, 30.28472654, -97.73362774, 

1477092895, 30.28480278, -97.73361236, 

1477092901, 30.28485115, -97.733586, 

1477092907, 30.28491341, -97.73354484, 

1477092914, 30.28496776, -97.73346326, 

1477092920, 30.28497041, -97.73345163, 

1477092926, 30.2850031, -97.73347194, 

1477092932, 30.28499722, -97.73346882, 

1477092938, 30.28500546, -97.73347485, 

1477092944, 30.28500488, -97.73348093, 

1477092950, 30.28499571, -97.73348536, 

1477092956, 30.28499515, -97.73348605, 

1477092962, 30.2849987, -97.73348878, 

1477092968, 30.28501672, -97.73349906, 

1477092974, 30.28503119, -97.73350802, 

1477092980, 30.28503102, -97.73350773, 

1477092986, 30.28503067, -97.73350756, 

1477092992, 30.28503068, -97.73350772, 

1477092998, 30.28503075, -97.73350785, 

1477093004, 30.2850308, -97.73350776, 

1477093010, 30.28503062, -97.73350856, 

1477093016, 30.28503046, -97.73350826, 

1477093022, 30.28502965, -97.73350771, 

1477093028, 30.28502917, -97.73350742, 

1477093034, 30.28502887, -97.73350737, 

1477093040, 30.28501035, -97.73349665, 

1477093074, 30.28500979, -97.73350032, 

1477093080, 30.28503965, -97.73355225, 

1477093086, 30.28508258, -97.73360356, 

1477093092, 30.28513161, -97.73366931, 

1477093098, 30.28516431, -97.73376662, 

1477093104, 30.28519188, -97.73384591, 

1477093110, 30.28519917, -97.73392966, 

1477093116, 30.28521281, -97.73401204, 

1477093122, 30.28523407, -97.73408103, 

1477093128, 30.28520821, -97.73416065, 

1477093134, 30.28523348, -97.73425954, 

1477093140, 30.28525083, -97.73435246, 

1477093146, 30.28526613, -97.7344424, 

1477093152, 30.28527475, -97.73452857, 

1477093158, 30.28528056, -97.73462228, 

1477093164, 30.28528784, -97.73471266, 

1477093188, 30.28534772, -97.73500802, 

1477093194, 30.2852409, -97.73507842, 

1477093200, 30.28521127, -97.73514847, 

1477093206, 30.28520365, -97.73519931, 

1477093212, 30.28526337, -97.73521898, 

1477093218, 30.28526738, -97.73527471, 

1477093240, 30.2853246, -97.73559429, 

1477093246, 30.28532057, -97.73561719, 

1477093252, 30.2853755, -97.73569532, 

1477093258, 30.28536598, -97.735729, 

1477093276, 30.28538011, -97.73575343, 

1477093282, 30.28543545, -97.73590375, 

1477093288, 30.28545788, -97.7359864, 

1477093294, 30.28546402, -97.73605174, 

1477093300, 30.28543531, -97.73612172, 

1477093309, 30.28547438, -97.7361773, 

1477093320, 30.28545402, -97.73631392, 

1477093326, 30.28548506, -97.7364774, 

1477093332, 30.28545047, -97.73653808, 

1477093342, 30.28523811, -97.73670205, 

1477093348, 30.28534421, -97.73669494, 

1477093360, 30.28542126, -97.73673985, 

1477093366, 30.28540991, -97.73679676, 

1477093372, 30.28541156, -97.73687623, 

1477093378, 30.28546145, -97.73697375, 

1477093384, 30.28546269, -97.73704975, 

1477093390, 30.28542909, -97.73710428, 

1477093396, 30.28535615, -97.73711143, 

1477093402, 30.28528329, -97.73712535, 

1477093408, 30.28521433, -97.73714942, 

1477093414, 30.28515205, -97.7371576, 

1477093420, 30.28513401, -97.73716374, 

1477093426, 30.28501879, -97.73717277, 

1477093432, 30.28491961, -97.73717698, 

1477093438, 30.28482087, -97.73717936, 

1477093444, 30.28473139, -97.73720154, 

1477093450, 30.28464747, -97.73721135, 

1477093456, 30.28458518, -97.73721503, 

1477093462, 30.28450964, -97.73723528, 

1477093468, 30.28442768, -97.73728439, 

1477093474, 30.28434655, -97.73729322, 

1477093480, 30.28426147, -97.73734526, 

1477093486, 30.28418611, -97.73739457, 

1477093492, 30.28410022, -97.73739967, 

1477093498, 30.28402608, -97.73741353, 

1477093504, 30.28394862, -97.73742121, 

1477093510, 30.28387403, -97.73745032, 

1477093516, 30.28380471, -97.73744532, 

1477093522, 30.2837086, -97.73744995, 

1477093528, 30.28362763, -97.7374771, 

1477093534, 30.28352372, -97.73745424, 

1477093540, 30.28343396, -97.73743422, 

1477093546, 30.28335346, -97.7374477, 

1477093552, 30.28333227, -97.73750102, 

1477093558, 30.28333514, -97.73757613, 

1477093564, 30.28333794, -97.73767648, 

1477093570, 30.2833563, -97.73775261, 

1477093576, 30.28335437, -97.73783657, 

1477093582, 30.28332537, -97.73786525, 

1477093588, 30.28324215, -97.73788632, 

1477093594, 30.28317887, -97.73790274, 

1477093600, 30.28317138, -97.73788669, 

1477093606, 30.28312088, -97.7379214, 

1477093612, 30.28316499, -97.73794045, 

1477093618, 30.28323144, -97.73793276, 

